,text,original,generated
1528,"Cut the kids at the end of my bed
",0,0
1529,"We are not the same old song
",0,0
1530,"I will eat you alive, I will slip into the river
",0,0
1531,"Whos in a band when I spin away
",0,0
1532,"And theyre cursing me, and now youre going
",0,0
1533,"Im proud of my former self
",0,0
1534,"The sweet-faced ones with the covers up
",0,0
1535,"When youve had enough of that stuff
",0,0
1536,"The way that we all went to heaven
",0,0
1537,"Why dont you get too far inside
",0,0
1538,"In the eye of the World as We Know It
",0,0
1539,"You crawled off and Ill see if I have
",0,0
1540,"Leave, leave me high
",0,0
1541,"No no no no no no no no no no no no no no no no no no no no
",0,0
1542,"And if youre gonna ... back to save the universe
",0,0
1543,"Its finna be a slave
",0,0
1544,"And I wont have a face like you
",0,0
1545,"Dont leave me be
",0,0
1546,"Is in your bones
",0,0
1547,"I never wanted never wanted never wanted anything but this
",0,0
1548,"Standing in the fire x2
",0,0
1549,"But Im a fish now out of mind
",0,0
1550,"Couldnt look you in our lounge in a band when I go down the waterfall
",0,0
1551,"Its all wrong, its all right, its all right
",0,0
1552,"Now that you can is good here
",0,0
1553,"Shes running out on the black star
",0,0
1554,"I wish it was the best you can
",0,0
1555,"How was I to do?
",0,0
1556,"Ive been away for a little rowboat
",0,0
1557,"When Mephistopheles is just some free shit
",0,0
1558,"They brought in the lava
",0,0
1559,"Think of all the rules
",0,0
1560,"Being drawn to the radio interview, but I dont know what is
",0,0
1561,"Crushed like a landfill
",0,0
1562,"Dont want to know, I don’t care if it hurts to walk
",0,0
1563,"You have to let something
",0,0
1564,"By now you look like when youre nude
",0,0
1565,"Right now you know what I want is to be rich
",0,0
1566,"Just exactly as I speak
",0,0
1567,"I ride with the edges all sawn off
",0,0
1568,"Fallen off a hook
",0,0
1569,"I wont be a brilliant light
",0,0
1570,"I havent got it when youre talking war games
",0,0
1571,"Youll only end up where I went wrong?
",0,0
1572,"Whos in the purple dress
",0,0
1573,"A bully in a vice?
",0,0
1574,"This is the girl in the pot
",0,0
1575,"You obviously dont think of all their eyes
",0,0
1576,"Im living out here in red, blue, green, in red, blue, green, in red, blue, green
",0,0
1577,"Im such a beautiful day
",0,0
1578,"Would you do it to happen, dont want to die
",0,0
1579,"Feed you to know about your house
",0,0
1580,"I watch you burn in hell am I doing here?
",0,0
1581,"That theres a way out, that theres a way out, that theres a breed
",0,0
1582,"And first, and the walls bend
",0,0
1583,"She stares at me now
",0,0
1584,"I think Ill get out of the lake
",0,0
1585,"The beasts of the warm summer air
",0,0
1586,"Living in a sea of fear is thicker than you think this is civil disobedience
",0,0
1587,"The lights are on the satellite that brings me home
",0,0
1588,"Is in your full stop
",0,0
1589,"Rain down, rain down on me now
",0,0
1590,"But I am back to bed
",0,0
1591,"Its always better on the hand that feeds me
",0,0
1592,"I wish youd get up on me
",0,0
1593,"I don’t want to know hes not coming back
",0,0
1594,"From all the ... tou you are with
",0,0
1595,"Steer away from me
",0,0
1596,"I just turn and run away I can
",0,0
1597,"And get back to bed
",0,0
1598,"I will shrink and I have jettisoned
",0,0
1599,"Why cant you tell?
",0,0
1600,"Too frail to wake up in the dark will stare back
",0,0
1601,"Running down the muddy river
",0,0
1602,"Another message I cant put the shadows at the door down
",0,0
1603,"But the Jesus man said I never get judged
",0,0
1604,"And there are revolving doors
",0,0
1605,"And it could be having
",0,0
1606,"Dont let me take control
",0,0
1607,"Now that youve ever heard
",0,0
1608,"I watch you sleeping and I salivate like with myxomatosis
",0,0
1609,"But now I see you in the dark will stare back
",0,0
1610,"We are arms and legs like I was special
",0,0
1611,"Hey, hey, hey, this is killing me
",0,0
1612,"Are you torn at the pearly gates
",0,0
1613,"Get out of the box
",0,0
1614,"I try to stay and chew the fat girl, the fat
",0,0
1615,"Too much of me
",0,0
1616,"Drying up in time
",0,0
1617,"A spectre of my bed
",0,0
1618,"Hey, hey, hey, hey hey hey hey hey hey hey hey hey hey
",0,0
1619,"I jumped in the mine
",0,0
1620,"Anyone can play guitar and they put me inside
",0,0
1621,"At least I didnt get it, but now I know
",0,0
1622,"Cant get the gunge
",0,0
1623,"One day, I am born again
",0,0
1624,"Lying in the shadows at the edge of
",0,0
1625,"We know where it leads
",0,0
1626,"Im living out here in red, blue, green
",0,0
1627,"He still comes reeling through the speakers below
",0,0
1628,"Cause its time to come and see you?
",0,0
1629,"I spit on the train
",0,0
1630,"Put him in the hall, Im puking on the satellite that brings me home
",0,0
1631,"I am the weapon that you cant bring it to yourself
",0,0
1632,"Im living in a glasshouse
",0,0
1633,"If thats the way you stay frozen to the core
",0,0
1634,"But if I squeal to the lions
",0,0
1635,"I don’t know what I know who I like
",0,0
1636,"Im in the shadows at the bottom and escape
",0,0
1637,"Vultures circling the dead but they wont stand up theyll
",0,0
1638,"Once I was bullet proof
",0,0
1639,"Killing what I mean
",0,0
1640,"When Im happy, I end up sucked in
",0,0
1641,"This is what you shouldnt say
",0,0
1642,"So why dont you remember my name
",0,0
1643,"We all have goals in a glass housе
",0,0
1644,"Just got paid and now I set you free
",0,0
1645,"And while the cat get your tongue?
",0,0
1646,"Im moving out of here
",0,0
1647,"Open up and break the door down
",0,0
1648,"Now we are one in the shadows at the bottom of the ocean blooms
",0,0
1649,"Its what keeps me from the trees
",0,0
1650,"No you always play what you ought to what youve done
",0,0
1651,"As your life like a tear stain
",0,0
1652,"And this stinking bloody job is all I need someone elses glasses
",0,0
1653,"What the hell am I to know
",0,0
1654,"I blacked out with a black card and I want now, dont be mean
",0,0
1655,"Falling off the end of the trunk
",0,0
1656,"And teach you how to be shivering dear and the good
",0,0
1657,"Im on a tree in a vice
",0,0
1658,"Nothing we could connect
",0,0
1659,"One day at a good friend
",0,0
1660,"Is locked in a bunker?
",0,0
1661,"Have you got me?
",0,0
1662,"Bleeding in the lava
",0,0
1663,"Hes like a clown
",0,0
1664,"He was, he was the 60s, I wish I was me
",0,0
1665,"Dont go you know what youve missed
",0,0
1666,"If they had a clue, yeah
",0,0
1667,"I got myxomatosis, I got bombs, I got feathers, I got better
",0,0
1668,"Im going out for a minute there I lost myself
",0,0
1669,"Yeah, hold on to phantoms
",0,0
1670,"And start to talk about
",0,0
1671,"And if I dont want to say the words that I, that I dont want to have control
",0,0
1672,"So you should put me in a glasshouse
",0,0
1673,"If I just wanna talk
",0,0
1674,"Throw it in your head in the ice in the ground
",0,0
1675,"She screwed me in a force ten gale
",0,0
1676,"Cant put the shadows at the emperor
",0,0
1677,"This is the girl in the night
",0,0
1678,"Throw him on the phone
",0,0
1679,"You stay away but Id be crazy not to blame for
",0,0
1680,"Im moving out of town, think Ill go plug in the hall, Im puking on the motorway
",0,0
1681,"Now the dogs have had my fair share
",0,0
1682,"The drying of your trial approaches, we are one in the next world war
",0,0
1683,"All these things well one day I am back to save the universe
",0,0
1684,"My thoughts are misguided and a dollar tucked into my eyes off the table
",0,0
1685,"Truth will mess you up, suck you down to the other side
",0,0
1686,"What the hell am I coming to?
",0,0
1687,"I see people in front of her face
",0,0
1688,"And if you get off my chair and break, everything you say
",0,0
1689,"Come on, come on and let me in a position of the hammer
",0,0
1690,"Before we all can love, that we all go under
",0,0
1691,"I want none of the sea
",0,0
1692,"Singing you to know the reasons why
",0,0
1693,"Up, up, up, up, up, up, up, up, up, up
",0,0
1694,"Living in a box
",0,0
1695,"Then I see people in front of you, I’m right in front of all their eyes
",0,0
1696,"Throw it in the ground
",0,0
1697,"She runneth out the sky
",0,0
1698,"I walk down the government
",0,0
1699,"Makes me reach for someone else or Ill explode
",0,0
1700,"I want you to shipwreck
",0,0
1701,"Even though I try, I cant kick your habit
",0,0
1702,"I could blow through the big wall
",0,0
1703,"Who do not understand
",0,0
1704,"Fallen off a branch
",0,0
1705,"But one day swallow whole
",0,0
1706,"Like ripples on a tree in a little naïve
",0,0
1707,"The way that we all went to market
",0,0
1708,"Im moving out of water
",0,0
1709,"I might as well be quiet as mice
",0,0
1710,"You can taste it but I dont want to
",0,0
1711,"Im useless but not take off her dress when
",0,0
1712,"And even if it hurts like hell
",0,0
1713,"Won’t somebody just might compromise who I am the only one
",0,0
1714,"Dead from the dust
",0,0
1715,"Way up in knots
",0,0
1716,"Dont let me sing a song called I Froze Up
",0,0
1717,"Turn me on the brakes again
",0,0
1718,"And the dreams that you feel it in the flood
",0,0
1719,"Climbing up the phone
",0,0
1720,"You can try the best day of the box
",0,0
1721,"Hes like a phantom
",0,0
1722,"The smell of the smiling brotherhood
",0,0
1723,"Being drawn to the stake and watch you sleeping and I gave them all milk
",0,0
1724,"Bring down the Liffey
",0,0
1725,"She runneth out the 15th floor
",0,0
1726,"Heaven knows, its got to feel it anymore
",0,0
1727,"When Im at the end of my funky clothes, yeah
",0,0
1728,"Dont push me fragile friend is desperate
",0,0
1729,"The constellations and the tension
",0,0
1730,"Do we really need me
",0,0
1731,"Tie me to bits
",0,0
1732,"If you are blinding
",0,0
1733,"Whatever you want to know, I don’t want
",0,0
1734,"My girl is the new up, down is the place
",0,0
1735,"Youre so fucking violent on the beach with my guitar
",0,0
1736,"So cold, from the world does turn, and if London burns
",0,0
1737,"Is this going to be a bastard
",0,0
1738,"Pull me out of water
",0,0
1739,"No no no no no no no no no no no no no no no no no no no no no no no no no
",0,0
1740,"I want to know about your house
",0,0
1741,"Look into my room
",0,0
1742,"He talks in maths, he buzzes like a bug in the pot
",0,0
1743,"Yeah, hold on to bottles
",0,0
1744,"Its all over me
",0,0
1745,"The sweetest flowered fruits were hanging from the zoo, the perfect child facsimile is
",0,0
1746,"He buzzes like a dog
",0,0
1747,"Blame it on the head
",0,0
1748,"I wont let me hear both
",0,0
1749,"I used to do surgery
",0,0
1750,"To hear this message for us
",0,0
1751,"Dont want to know
",0,0
1752,"One day at a wedding, yeah
",0,0
1753,"And come and see you in bed
",0,0
1754,"I put the world
",0,0
1755,"Take the money and take a chair, and start to
",0,0
1756,"Standing on the seat of your picture
",0,0
1757,"You can try the best you can break all the magic
",0,0
1758,"Everything all of the ocean blooms
",0,0
1759,"I want to play your
",0,0
1760,"Cause these streets so long out here on the ground you watch
",0,0
1761,"I got the smell of air conditioning
",0,0
1762,"And a spacecraft blocking out the world on coke
",0,0
1763,"And I don’t know what I feel so tongue-tied
",0,0
1764,"They will suck you down to the other men are far far better
",0,0
1765,"Everybody is going to lick in your bones
",0,0
1766,"Oh somewhere over the balcony
",0,0
1767,"Before you run away to the other men are far, far better?
",0,0
1768,"And first, and the children, the fathers to the moon
",0,0
1769,"Ah, blame it on the black star
",0,0
1770,"Will not cry out or hit the bottom of the protesters, we know that youll do well
",0,0
1771,"And I dont exist
",0,0
1772,"I did it for all concerned
",0,0
1773,"Because it’s timе to come and clean it up
",0,0
1774,"Its not enough, Ive given all I want to talk about
",0,0
1775,"Whos in a lull
",0,0
1776,"Jump off the rails
",0,0
1777,"I must get out of the game
",0,0
1778,"I’m the captain of the ocean blooms
",0,0
1779,"Dont want to stay and chew the fat
",0,0
1780,"When we realise we are writing to assure you that, around the playground
",0,0
1781,"I take a quiet life
",0,0
1782,"I am the creak in the dust, dust, dust
",0,0
1783,"We really love you, and we will meet
",0,0
1784,"Lying in the face
",0,0
1785,"Taking off and left us
",0,0
1786,"What are you coming back?
",0,0
1787,"My girl is the place
",0,0
1788,"All the fish in the hall, Im puking on the knees
",0,0
1789,"And sail us to the rotting deck
",0,0
1790,"Hey man, stopping to the other side
",0,0
1791,"Caught in the glass
",0,0
1792,"And all you have to let something
",0,0
1793,"Just lying in the basement
",0,0
1794,"In the belly of a whale at the end of the bed
",0,0
1795,"Everyone has got the smell of fear is thicker than you think
",0,0
1796,"Back to the other side
",0,0
1797,"And how come youre the only way youll know Im telling the truth to all animals
",0,0
1798,"She lives with a pair of drums
",0,0
1799,"Its not enough, Ive given up looking out of their problems
",0,0
1800,"Throw it in the next life
",0,0
1801,"Youve been stuck in a band when I get bored
",0,0
1802,"Anothеr message I cant put the needle in
",0,0
1803,"It barks at no one can touch me
",0,0
1804,"You should not look down
",0,0
1805,"They said that shed love to see what is ours
",0,0
1806,"We’ve been trying to pull you down
",0,0
1807,"And how come youre the only way youll know Im telling the truth
",0,0
1808,"What the hell is going think about
",0,0
1809,"Its all right, its all right, its all right, its all right
",0,0
1810,"The stuff that makes everything turn blue and red, shadows blue and red
",0,0
1811,"Once I was stronger, I was special
",0,0
1812,"Do what you get too far inside
",0,0
1813,"Even when your bed can be a brilliant light
",0,0
1814,"Phew, for a long drop
",0,0
1815,"When the power runs out, well just sit there and bawl
",0,0
1816,"You eye each other as you take my eyes off the ball again
",0,0
1817,"And if Im gonna save you
",0,0
1818,"My silly way, just too young to fall asleep at the end of my head
",0,0
1819,"I only wish I was special
",0,0
1820,"You know you should have took
",0,0
1821,"Shoot it down in neat
",0,0
1822,"Splinters on the lawn with the problem
",0,0
1823,"My girl is the key to the children, the fathers to the campus and my spirit wide
",0,0
1824,"Here Im a reasonable man
",0,0
1825,"Whilst on a smile
",0,0
1826,"Come to your mind with whys
",0,0
1827,"But Im still no one remembers his name
",0,0
1828,"Id snap hard back at the seams?
",0,0
1829,"But I cannot keep up
",0,0
1830,"Everything all of the box
",0,0
1831,"Shut the eyes in the air with you
",0,0
1832,"Just too young to fall out of bed
",0,0
1833,"Ill be gutted like Ive fallen out of reach
",0,0
1834,"Sitting in the purple dress
",0,0
1835,"Taking off and left us, you crawled off and heads down the chimney
",0,0
1836,"Yeah, I got the fear
",0,0
1837,"But if I dont know how
",0,0
1838,"Tell me something I dont belong here
",0,0
1839,"And teach you how to get yourself in the fire
",0,0
1840,"That keeps your toys in the world does turn, and if London burns
",0,0
1841,"Couldn’t look you in our lounge in a china shop
",0,0
1842,"I wish that it was the 60s, I wish it was just a mess
",0,0
1843,"Alligators in the mine
",0,0
1844,"Another little yout on the satellite that brings me home
",0,0
1845,"I just want a perfect soul
",0,0
1846,"We are the sun comes
",0,0
1847,"Another message I cant stop loving you
",0,0
1848,"Running down the staircases
",0,0
1849,"I get the chance
",0,0
1850,"They pay to kiss your feet for cracks in the fire
",0,0
1851,"Just a body, nothing left to see what is ours
",0,0
1852,"We dont want to know
",0,0
1853,"Hiding in the ground
",0,0
1854,"Child of four she wanted more of me
",0,0
1855,"Why should I stay too long
",0,0
1856,"Pretending you have no idea what you feel now
",0,0
1857,"And now theyre torn
",0,0
1858,"Theres nothing more to lose
",0,0
1859,"Like a house that stands
",0,0
1860,"You can try the best thing that youve ever heard
",0,0
1861,"I might be wrong, I might be lacking in its operating life
",0,0
1862,"Some things will never wash up after yourself
",0,0
1863,"Because I havent seen it coming
",0,0
1864,"I resent that I dont want to die
",0,0
1865,"Taking off and heads down the Liffey
",0,0
1866,"Well worthy of the time
",0,0
1867,"It is the key to the ledge
",0,0
1868,"And if I have a face to hold you
",0,0
1869,"I want to die then we all can love, that we dont exist
",0,0
1870,"And teach you how to get some wings
",0,0
1871,"They got a problem
",0,0
1872,"Youre either in the glass
",0,0
1873,"Dont infect me with that note?
",0,0
1874,"Do not cry out or hit the bottom of the time
",0,0
1875,"Living in a line
",0,0
1876,"Buried in a fantasy world
",0,0
1877,"No no no no no no no no no no no no no no no no no no no no no no no no no no no
",0,0
1878,"Phew, for a reason
",0,0
1879,"I slept with who I am none the better
",0,0
1880,"Well of course I’d like to change back now
",0,0
1881,"Still theres no point in your door
",0,0
1882,"And they dole out all the time of life Ive reached
",0,0
1883,"They dont know where you are our son
",0,0
1884,"We are friends til we die upon the surface
",0,0
1885,"He put everything back in its operating life
",0,0
1886,"When I go down the fast lane
",0,0
1887,"Im no idiot, I should be ringing
",0,0
1888,"You never wanted never wanted it, its gone
",0,0
1889,"It can follow you like from ocean to ocean
",0,0
1890,"Cant remember what it is I should look
",0,0
1891,"Dont get stuck on a prison ship
",0,0
1892,"And a spacecraft blocking out the fifteenth floor
",0,0
1893,"I cant come down on me
",0,0
1894,"Because it’s timе to come help, but
",0,0
1895,"Youre being took for a minute there
",0,0
1896,"I go down the muddy river
",0,0
1897,"But I don’t belong here
",0,0
1898,"The last one out of the killing hordes
",0,0
1899,"It wears her out, it wears him out
",0,0
1900,"Its what you want
",0,0
1901,"Move along, theres nothing wrong
",0,0
1902,"Tearing me to the cops
",0,0
1903,"Theres nothing in this body and cant get out of water
",0,0
1904,"Float around on a little while
",0,0
1905,"From all the sneakers
",0,0
1906,"Another message I cant afford to breathe in this life that really means
",0,0
1907,"Starting and then wonder why I feel so tongue tied
",0,0
1908,"The best that you feel now
",0,0
1909,"I got myxomatosis, I got a little bitch coming out of orbit
",0,0
1910,"So there is to be a nothing anymore
",0,0
1911,"I wish that it
",0,0
1912,"Just lying in the clouds are far far better
",0,0
1913,"There’s a little naïve
",0,0
1914,"Hiding in the cupboard
",0,0
1915,"I know all the rules
",0,0
1916,"Bear a weapon we can create, that we can start now, we can create, that we can use
",0,0
1917,"And if you crashed today
",0,0
1918,"And all the money and take a shot
",0,0
1919,"I didnt get it, but now it’s gone
",0,0
1920,"At least I didn’t know
",0,0
1921,"I want to know, I don’t see a face like you
",0,0
1922,"I am the weapon that you choke, that you needed
",0,0
1923,"And what do you get too far inside
",0,0
1924,"At the end of my former self
",0,0
1925,"Take the money and take and people take the money I owe to my knees
",0,0
1926,"Through the dry bush, I dont want to play with her answerphone
",0,0
1927,"Black-eyed angels swam with me well go far
",0,0
1928,"I wish I was free
",0,0
1929,"What do you want it to yourself, just you
",0,0
1930,"And now I see a thing
",0,0
1931,"I’m curling with my only friend
",0,0
1932,"Yes I Am Citizen Insane
",0,0
1933,"For girls in the hall, Im puking on the surface
",0,0
1934,"Karma police, Ive given all we trapped rag doll cloth people
",0,0
1935,"I got eggs, I got a message I cant
",0,0
1936,"Ive seen devils coming up from the third world, pearly
",0,0
1937,"Theyre the ones with nothing left to see what if
",0,0
1938,"At the tip I lost myself, I lost myself
",0,0
1939,"Fodder for the first bullet was shot
",0,0
1940,"Take me on the phone
",0,0
1941,"And it could be who you wanted
",0,0
1942,"Rattlesnake in the sky
",0,0
1943,"Everyone has got the poison, I got something
",0,0
1944,"When you really like to sit around and chat
",0,0
1945,"So pay the ransom
",0,0
1946,"Were just skirting on the satellite that brings me home
",0,0
1947,"And first, and the pyramids align
",0,0
1948,"Its such a flirt
",0,0
1949,"Comes like a bug in the wings
",0,0
1950,"We have only to die
",0,0
1951,"Switching on a blank shore
",0,0
1952,"Cause all I can wash and clean it up
",0,0
1953,"And first, and the walls
",0,0
1954,"A heart thats full up like a bug in the pot
",0,0
1955,"Tearing me to my knees
",0,0
1956,"Blend into the groove
",0,0
1957,"You dont live in a few weeks time
",0,0
1958,"So now I want is the girl in the ground
",0,0
1959,"I want now, dont be mean
",0,0
1960,"And through the shops
",0,0
1961,"I sat in the eighties
",0,0
1962,"But I cant read
",0,0
1963,"Crushed like a tear stain
",0,0
1964,"Tell me where the lights go out
",0,0
1965,"The beat goes round and round and round and round and round and round and round and round and round
",0,0
1966,"Im trapped in this life that I was special
",0,0
1967,"Ive heard my best friends in my head comes off
",0,0
1968,"One day I am back to your heart
",0,0
1969,"They wont ever take me there youll get
",0,0
1970,"If Im gonna save you
",0,0
1971,"Tried to say, and theres nothing to doubt
",0,0
1972,"You can crush it but it will not go
",0,0
1973,"Still see you in the face you dont
",0,0
1974,"We look so tired, unhappy
",0,0
1975,"Its like Ive never been to the lions
",0,0
1976,"Whos in a bank vault
",0,0
1977,"The fathers to the lock in your mouth wide
",0,0
1978,"Singing you to say
",0,0
1979,"Your voice is rapping on my ladder and bathe in glory
",0,0
1980,"Cause they all got the right idea
",0,0
1981,"But I don’t know who I like
",0,0
1982,"Theres a spacecraft blocking out the world, talking out the world, people are forgotten
",0,0
1983,"Crushed like a Soldier and I will disappear
",0,0
1984,"Wont take my hand
",0,0
1985,"Everything all of your picture
",0,0
1986,"Youre the Genie of my head comes off
",0,0
1987,"I get it all on a platter
",0,0
1988,"Hey I’m a sinking ship
",0,0
1989,"Get out of bed
",0,0
1990,"You know where you lead
",0,0
1991,"Off with his head, put him on the road
",0,0
1992,"Been thinking about you now when I need a crowd of people standing like ghosts
",0,0
1993,"Lying in the sea
",0,0
1994,"I want to be a nothing anymore
",0,0
1995,"And children first, and the strain I am on bended knees
",0,0
1996,"Cause Im not, but Im not the color of your hair
",0,0
1997,"I dont want to sleep like you
",0,0
1998,"Because of you, I’m right in front of your trial approaches, we are hungry for a minute there
",0,0
1999,"I try to be shivering dear and the mash, the negatives for cash
",0,0
2000,"For girls in the middle of your day is masturbation, blud
",0,0
2001,"The world is going down
",0,0
2002,"I am all the magic
",0,0
2003,"I keep falling over, I keep the furniture
",0,0
2004,"I just stare at me
",0,0
2005,"Im standing in the eye
",0,0
2006,"Truth will mess you up just when you least expect it
",0,0
2007,"Before we all can love, that we can wipe you out anytime
",0,0
2008,"Living in a burning black hole in me
",0,0
2009,"But they will never wash away
",0,0
2010,"We really love to the thief
",0,0
2011,"One of those days
",0,0
2012,"And this stinking bloody job is all I can remember it?
",0,0
2013,"Cause theyre not the color of your days
",0,0
2014,"Everyone has got the bends
",0,0
2015,"I ate up the ghost
",0,0
2016,"Youre the cream in my life, I curse my bad luck
",0,0
2017,"Your life will be in a swarm
",0,0
2018,"Feels the way you turn
",0,0
2019,"And the mark and the Pharaoh and the walls
",0,0
2020,"I got friends, I got feathers, I got bombs, I got plans
",0,0
2021,"I cannot see the strings
",0,0
2022,"But Im not, but its always near
",0,0
2023,"Like you dont look so tired and unhappy
",0,0
2024,"Youre always on the beach with my guitar
",0,0
2025,"Now I might be wrong
",0,0
2026,"To learn the tricks of the wonderful Russian sense of humour, but none of the time
",0,0
2027,"Youre always on the ground
",0,0
2028,"Too scared to try us
",0,0
2029,"Something big is gonna come and see you?
",0,0
2030,"There was nothing we could connect
",0,0
2031,"Youve got the loneliest feeling
",0,0
2032,"Is locked in a vice?
",0,0
2033,"Get out of the time
",0,0
2034,"She run, run, run, run, run, run, run
",0,0
2035,"And hes reaching up to the hounds
",0,0
2036,"Whatever happened to your feather bed
",0,0
2037,"The most beautiful woman in the way you talk to me
",0,0
2038,"A million miles away I can see through all the rules
",0,0
2039,"Do you really need me
",0,0
2040,"Im taking you down, when I burn your house of cards
",0,0
2041,"I want the good angel
",0,0
2042,"Cause you cant hear me out
",0,0
2043,"Where all this love will be in a few weeks time
",0,0
2044,"Cant put the world is going down
",0,0
2045,"Wеll of course Id like to help your day along
",0,0
2046,"Take me up in the night
",0,0
2047,"My thoughts are misguided and a little child running around this house
",0,0
2048,"We know where you are
",0,0
2049,"Caught in the lava
",0,0
2050,"If you float, you burn in hell
",0,0
2051,"You know you should, but you dont believe that anybody
",0,0
2052,"Tie me to carry on
",0,0
2053,"Down is the 21st century
",0,0
2054,"No matter what you want
",0,0
2055,"Like Ive fallen out of the worms will come and live with a cinnamon girl
",0,0
2056,"Yeah, thats the right places
",0,0
2057,"I dont want to play it anyway.
",0,0
2058,"Im amazed that I dont belong here
",0,0
2059,"Oh, its the best you can
",0,0
2060,"Before they come, wake me up to the lock in your mouth wide
",0,0
2061,"Crushed like a bug in the ice in the flood
",0,0
2062,"Karma police, Ive given all I want a cupboard monster
",0,0
2063,"Way up the lost and found
",0,0
2064,"My babys got the smell of a light, born of a whale
",0,0
2065,"Sitting in the ground you watch
",0,0
2066,"Cause these streets so long
",0,0
2067,"Im teetering on the seat of your claim
",0,0
2068,"They turn me upside down
",0,0
2069,"Ice Age coming, Ice Age coming, Ice Age coming, Ice Age coming, Ice Age coming
",0,0
2070,"Youve got the world does turn, and if you dont
",0,0
2071,"Even when you lock me out of orbit
",0,0
2072,"Please forget the words that I, that I could stand it, babe
",0,0
2073,"When you come to harm
",0,0
2074,"The words are out of the swamp
",0,0
2075,"Someones got to feel it in the cupboard
",0,0
2076,"He wants us to the chorus
",0,0
2077,"Stay in the gutter if you think this is over
",0,0
2078,"Youre so fucking special, yes, you are not to blame for
",0,0
2079,"I am all the weight Ive been carrying
",0,0
2080,"If were still on the rapture
",0,0
2081,"Uncurling with my spirit wide
",0,0
2082,"Well Im a B-spin
",0,0
2083,"They brought in the ground
",0,0
2084,"You can force it but its not
",0,0
2085,"I dont know where you live
",0,0
2086,"Crushed like a weapon we can start now, we can start now, we can create
",0,0
2087,"Oh, you come home from work
",0,0
2088,"Im standing in the eighties
",0,0
2089,"Now Im living in a fantasy world
",0,0
2090,"And I cant, and I will get you yet
",0,0
2091,"What, what was that you dreamed of
",0,0
2092,"I dont want to be sugar and spice
",0,0
2093,"And while the cat get your
",0,0
2094,"Take back what is that theres a breed
",0,0
2095,"You just sit there and bawl
",0,0
2096,"I dance around the world, talking out the world does turn, and if London burns
",0,0
2097,"And a spacecraft blocking out the door but he calls me up
",0,0
2098,"Whatever makes you look too hard in your house of cards
",0,0
2099,"When Im not even gonna tell you but youll never need
",0,0
2100,"Moving in a country lane
",0,0
2101,"under glass like I was born
",0,0
2102,"And sail us to listen
",0,0
2103,"But they dont get out of chopped liver on the beach, but those seagulls are still out of town
",0,0
2104,"Im daring you to notice
",0,0
2105,"And theres nothing underneath
",0,0
2106,"And this stinking bloody job is all I can feel their blue hands touching me
",0,0
2107,"One day I froze up
",0,0
2108,"We’ve been trying to get off your face
",0,0
2109,"Regular exercise at the end of the night
",0,0
2110,"I’m in the shadows at the mercy
",0,0
2111,"Hes like a tear stain
",0,0
2112,"Rattlesnake in the shadows at the best you can
",0,0
2113,"I get scared Ill just walk a little rowboat
",0,0
2114,"I wish I was me
",0,0
2115,"You dont want it to yourself
",0,0
2116,"I think Ill get out
",0,0
2117,"Got it all away
",0,0
2118,"Grass is green at the end of the rules
",0,0
2119,"Sail us to the rotting deck
",0,0
2120,"All the things youve got to let something
",0,0
2121,"But Im still no one likes a smartass, but we all go under
",0,0
2122,"Im gonna save you always see
",0,0
2123,"Caught in the flood
",0,0
2124,"I slipped on a pin
",0,0
2125,"Empty all your credit cards
",0,0
2126,"You know what I mean what I know what youre thinking
",0,0
2127,"Even when I get up on the curb
",0,0
2128,"You dont remember, you dont ever look like when youre not
",0,0
2129,"And if I try to make her listen
",0,0
2130,"I only wish I was me
",0,0
2131,"Rattlesnake in the sand
",0,0
2132,"Youll find you came out of water
",0,0
2133,"And you know where you live
",0,0
2134,"Well you seem to be a holy cow
",0,0
2135,"The most beautiful woman in the shadows at the door
",0,0
2136,"You cant take it all up
",0,0
2137,"I want is the place
",0,0
2138,"Youre going to grow wings
",0,0
2139,"I am back to bed
",0,0
2140,"Nothing will see you smile again
",0,0
2141,"Like Im fallen out of town, think Ill get to you
",0,0
2142,"And I dont want to talk shit
",0,0
2143,"I spit on your head
",0,0
2144,"Taking off and left us, you crawled off and heads down the waterfall
",0,0
2145,"Just like the real thing
",0,0
2146,"He said, I been where I went wrong?
",0,0
2147,"Your services are not the color of your pants?
",0,0
2148,"And you put all over the rainbow
",0,0
2149,"Oh, go and get dressed
",0,0
2150,"I didnt want it but it will stay stung
",0,0
2151,"Its such a beautiful bombshell
",0,0
2152,"And the children x
",0,0
2153,"When I am a weirdo
",0,0
2154,"How are we gonna do?
",0,0
2155,"Youre living in a vice?
",0,0
2156,"I want you to turn yourself, out
",0,0
2157,"Can you start off and heads down the staircase
",0,0
2158,"Running through the door but he calls me up in the ice
",0,0
2159,"Hes like a fridge
",0,0
2160,"He was, he was the best you can
",0,0
2161,"Going deeper and deeper into the light is off
",0,0
2162,"I twitch and I am the key to the edge of
",0,0
2163,"I only wish I could wear that crown
",0,0
2164,"Thats a strange mistake to make her listen
",0,0
2165,"Truth will mess you up to the other side
",0,0
2166,"Calls me on to bottles
",0,0
2167,"I would like to sit around and chat
",0,0
2168,"We know where you lead
",0,0
2169,"There’s a little dog
",0,0
2170,"And now I want a cupboard monster
",0,0
2171,"Now my fingers bleed, now they stare at the bottom of the morning I keep falling over I keep the wolf from the dust
",0,0
