,text,original,generated
777,"when youve been around youve been around enough
",0,0
778,"Alright Im gonna...
",0,0
779,"makes you pretty girl
",0,0
780,"Stars arent stars but theyreWaiten to say
",0,0
781,"Wish youre not here
",0,0
782,"Myself, I just dont know
",0,0
783,"Doors and there were doors
",0,0
784,"Yeah baby, baby
",0,0
785,"Is just gonna rain down on you
",0,0
786,"Dole out your mouths
",0,0
787,"Myself, man, man, Mr. B, Mr. B
",0,0
788,"Theyre just like the drums but they miss my
",0,0
789,"Talksnothings and buzz
",0,0
790,"I could be who you wanted
",0,0
791,"Super-collider
",0,0
792,"ang,ang
",0,0
793,"Did not walk out the door
",0,0
794,"Myself, me and I did the hiphop
",0,0
795,"Wanna do the hiphop
",0,0
796,"There’s somebody there but not even there
",0,0
797,"Its not me
",0,0
798,"Ve got a skin and skin and hair and hair
",0,0
799,"Werent under attack
",0,0
800,"Im in power
",0,0
801,"Have jettisoned 
",0,0
802,"Come and find the rest
",0,0
803,"Morning and around
",0,0
804,"Im gonna end up sucked again
",0,0
805,"Its all there
",0,0
806,"Ive been walking these streets so long out of mind
",0,0
807,"I’m her
",0,0
808,"Wish you could climb the stairs
",0,0
809,"First, first, first, first, first, first, first
",0,0
810,"And again it’s beneath
",0,0
811,"Rain down the rain
",0,0
812,"chambers around my happen
",0,0
813,"And I cant evеn recognize you
",0,0
814,"Now that I feel Im missing, I dont
",0,0
815,"First, and first, and no one else
",0,0
816,"pa bitch, man
",0,0
817,"Morning and Jonny’s
",0,0
818,"Ah, but my spirit is not
",0,0
819,"Wish that I could be good if youre not
",0,0
820,"Youre so near
",0,0
821,"Its not so fluent
",0,0
822,"Im friends not friends
",0,0
823,"makes
",0,0
824,"Run at night
",0,0
825,"VeCut a hole
",0,0
826,"Myself, babe
",0,0
827,"Everything is
",0,0
828,"Ive been walking these streets so long out of their door
",0,0
829,"Its so so so nice when youre talking with me
",0,0
830,"Its not so beautiful
",0,0
831,"Womewhere Im not
",0,0
832,"Have given all I can
",0,0
833,"Myself and I dont
",0,0
834,"Somewhere inside of me
",0,0
835,"Were not gonna die
",0,0
836,"Stars are detuned radio
",0,0
837,"Its so nice when youre asleep
",0,0
838,"Myself and I am left over
",0,0
839,"Did a for the rest, maybe
",0,0
840,"Werent gonna talk
",0,0
841,"I dont want the dinosaurs roam the earth but they never wash up after its wash
",0,0
842,"Im gonna rain down again
",0,0
843,"can be detuned by the speakers
",0,0
844,"No one
",0,0
845,"Myself in love
",0,0
846,"No I, no I
",0,0
847,"Doors and there doors
",0,0
848,"Here everyone is so near
",0,0
849,"pa.sez mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho mucho no, no
",0,0
850,"Come and find the strength
",0,0
851,"Ve got myxomatosis
",0,0
852,"Have got the right idea
",0,0
853,"chores
",0,0
854,"Not really believing that I dont belong
",0,0
855,"Wish that theres an empty life
",0,0
856,"No one but me and I
",0,0
857,"Yesterday Ive been climbing up
",0,0
858,"Yeah, that is gonna come out of the swamp
",0,0
859,"Im living in a bunker while
",0,0
860,"Ve been walking out in a force ten gale
",0,0
861,"Hes like the angel,
",0,0
862,"I just want to see what is
",0,0
863,"Do it!
",0,0
864,"Theyve been away for a long while
",0,0
865,"pa-pa
",0,0
866,"Ve been walking around
",0,0
867,"Im ready to new generation
",0,0
868,"Morning
",0,0
869,"Can of brick dust
",0,0
870,"When the power runs out again
",0,0
871,"Myself, I, I lost myself
",0,0
872,"App girl
",0,0
873,"Ill bе back again, waiting for something
",0,0
874,"Thom: Im gonna...
",0,0
875,"Run, drive
",0,0
876,"Im useless but not for the 
",0,0
877,"Thom: Hes going to change
",0,0
878,"Ill be hungry again
",0,0
879,"Though I dont know how to sleep
",0,0
880,"Myself, its not so fluent but I cant help
",0,0
881,"Stars arent stars but theyreWait but theyre not stars
",0,0
882,"I just want to
",0,0
883,"Myself, Ill spit it on the ground
",0,0
884,"Myself, Ill spit first
",0,0
885,"Myself, Ill spit it again
",0,0
886,"I believe myself, believe myself
",0,0
887,"Ooooh, no
",0,0
888,"Do not belong here
",0,0
889,"Its just like the movies
",0,0
890,"Ahead of him
",0,0
891,"Did one of those
",0,0
892,"Im a very near
",0,0
893,"Arent gonna get
",0,0
894,"There is no way out at all
",0,0
895,"Ve been my best
",0,0
896,"float and get to my heels
",0,0
897,"Thom: No
",0,0
898,"Arent friends
",0,0
899,"makes no noise at all
",0,0
900,"Its the right place
",0,0
901,"Its so great when youre talking
",0,0
902,"Myself, my uncle
",0,0
903,"Im so past
",0,0
904,"Its the best when youve been around
",0,0
905,"Do good
",0,0
906,"Whered Pulk/Pull Revolving Doors
",0,0
907,"Its so so so so so so so disappointing
",0,0
908,"I.No I.m not yours
",0,0
909,"Its not so clever, boy, boy, boy
",0,0
910,"paoh
",0,0
911,"Hey, Ill spit it back again
",0,0
912,"Wish that I could be who you wanted
",0,0
913,"Because all the money I owe to my friends is going to be found
",0,0
914,"Myself, Ill spit on the ground
",0,0
915,"Womewhere in the world
",0,0
916,"Myself, I’m the right one, I’m the right one
",0,0
917,"Can of brick dust and everything is alive
",0,0
918,"Its always better when out with the lights gone out of their lights and they just gone out of their lights
",0,0
919,"All the things that I dont know
",0,0
920,"Can be happy if youre happy
",0,0
921,"And youre so near
",0,0
922,"I am Jim Morrison
",0,0
923,"Clingingling on to bottles
",0,0
924,"Its not so, its not
",0,0
925,"Ve been climbing up on all fours
",0,0
926,"Come and break the door down
",0,0
927,"tumbling
",0,0
928,"I dont want to hear about it
",0,0
929,"Myself, Ive been around so long
",0,0
930,"Arent they think about
",0,0
931,"Can be happy if youre not so happy
",0,0
932,"No, no
",0,0
933,"When youve been stuck in a lift
",0,0
934,"Arent crazy, cause they live only on the seat of their pants
",0,0
935,"AThank you, I’m fine, I’m getting fine
",0,0
936,"Myself and she will
",0,0
937,"Arent heavy enough
",0,0
938,"Somewhere in I want none of the TV shit
",0,0
939,"And I am
",0,0
940,"It is theLight another candle and
",0,0
941,"Myself, it hurts like I was a begging baby
",0,0
942,"Ive been walking these streets so long out of reach
",0,0
943,"Its so so last, last, last, last, it
",0,0
944,"When you put your lips to me
",0,0
945,"Caught in the fire, fire, no, no
",0,0
946,"But there are no real friends
",0,0
947,"Its just like a detuned radio,
",0,0
948,"Huh, the bird that’s flown into my room
",0,0
949,"Me and everyone is so near
",0,0
950,"I dont really mind
",0,0
951,"Is like a falling sky
",0,0
952,"No no no
",0,0
953,"Have this expression, youve been stuck in a lift
",0,0
954,"se be a friend no one
",0,0
955,"Super Spirit
",0,0
956,"Here comes Mr. B, B, B
",0,0
957,"ass suchWait
",0,0
958,"working if youre gonna talk
",0,0
959,"Nowhere to sit without a gun and
",0,0
960,"Climbing up the walls, dust
",0,0
961,"Its so so very near
",0,0
962,"osaurs but theyre know jackknifes
",0,0
963,"Special. special.
",0,0
964,"Theyve been crazy not to the word
",0,0
965,"Myself and I will be there again
",0,0
966,"Myself, its always good
",0,0
967,"Am, am
",0,0
968,"Whered love
",0,0
969,"Karma, were we really friends
",0,0
970,"Doors and there are doors secret doors and there are doors doors whereThere are doors secret doors and there are doors secret doors.
",0,0
971,"Want something to change
",0,0
972,"Myself, me
",0,0
973,"I just want to do
",0,0
974,"Super��極
",0,0
975,"We really made a mess
",0,0
976,"Want to sleep around the place
",0,0
977,"This place is really happening
",0,0
978,"Myself and you
",0,0
979,"Myself in first class
",0,0
980,"There are no friends left at all
",0,0
981,"birds
",0,0
982,"There was some broken bones
",0,0
983,"Arent they gonna hear
",0,0
984,"In a city of boys so boys can handle life
",0,0
985,"No no no no no no no no no no no no no no no no no no no no no no no no no no
",0,0
986,"Do what you want with me
",0,0
987,"Me, I just want to see
",0,0
988,"We are all the things we do
",0,0
989,"Im lost at birth
",0,0
990,"Now Im wondering
",0,0
991,"Ve been climbing up high
",0,0
992,"Not that
",0,0
993,"chuff the kids
",0,0
994,"Do your hiphop
",0,0
995,"Werent your friends
",0,0
996,"All the holes are out of sight and out of mind
",0,0
997,"There, there me
",0,0
998,"chim a creep, Ive given all I can
",0,0
999,"This girl
",0,0
1000,"Wim all the Ive been thinking about
",0,0
1001,"Myself, the girl I am
",0,0
1002,"Wulk
",0,0
1003,"Behind closed doors and there are doors closed
",0,0
1004,"Arent sparkle speakers
",0,0
1005,"Its so disappointing
",0,0
1006,"The shadows back into position
",0,0
1007,"Run away again
",0,0
1008,"Come back Ill spit on the ground
",0,0
1009,"They pay to kiss
",0,0
1010,"Not know what I am talking about when I amnt there
",0,0
1011,"chasing,asing me out
",0,0
1012,"Me and the others
",0,0
1013,"Can of
",0,0
1014,"chitch that all I want is the moon, stars
",0,0
1015,"Cant get over
",0,0
1016,"Its not gonna happen
",0,0
1017,"Myself, Ill see
",0,0
1018,"Sell me a car that I
",0,0
1019,"Wait
",0,0
1020,"Myself, I think about your house of cards
",0,0
1021,"Morning is the only truth Ive given
",0,0
1022,"And I dont know where you are with whom friends
",0,0
1023,"Is all I need
",0,0
1024,"Myself, myself. myself, myself
",0,0
1025,"Im lost your clothes
",0,0
1026,"First, last, last,
",0,0
1027,"I feel pretty
",0,0
1028,"Its not so, its not so, its not so, its not so, its not so
",0,0
1029,"Huh
",0,0
1030,"Wish that I could un-Killer cars
",0,0
1031,"asses and speeches
",0,0
1032,"Myself, Ive had enough of
",0,0
1033,"Thom: Im receiving pain, my iron lung
",0,0
1034,"I wish I was special, but I dont belong
",0,0
1035,"Im tumbling
",0,0
1036,"Wish that we could sleep at the door
",0,0
1037,"Myself, IveFeel so tongue-tied
",0,0
1038,"Myself, everyone is so near
",0,0
1039,"I couldve kept life and hold it in a glasshouse
",0,0
1040,"When we are only begin to be around
",0,0
1041,"Not so pretty
",0,0
1042,"The strength for living in a glasshouse (We forget
",0,0
1043,"Am so near
",0,0
1044,"Feel how I do about a light and a light and the reflection
",0,0
1045,"Doors and there are doors and there are doors
",0,0
1046,"changers
",0,0
1047,"try to read something Joyce
",0,0
1048,"Youre the one in your life, you are the ones
",0,0
1049,"This girl is just like the angel 
",0,0
1050,"Did one of those few-step shadows
",0,0
1051,"Ve been waiting for something rain to happen
",0,0
1052,"Though I dont mind the rain
",0,0
1053,"Cant put it right
",0,0
1054,"Myself, myself, I forget
",0,0
1055,"When the power runs out
",0,0
1056,"Want to be someone else or Ill explode
",0,0
1057,"Not
",0,0
1058,"assisoned for cash, cars and tramlines
",0,0
1059,"chison my heart
",0,0
1060,"Ive been around you
",0,0
1061,"Do I mean what I mean?
",0,0
1062,"I am a creep
",0,0
1063,"Can be sure
",0,0
1064,"Come back from work
",0,0
1065,"Can by himself
",0,0
1066,"I wont run around
",0,0
1067,"Amnt even gonna do
",0,0
1068,"Im going to get it done
",0,0
1069,"And I did a quick version of that last track?
",0,0
1070,"And took my heart
",0,0
1071,"Es im not so good enough
",0,0
1072,"They do not understand
",0,0
1073,"No one left but me 
",0,0
1074,"Wanna be a part of the street, out of reach for life
",0,0
1075,"When I am like this
",0,0
1076,"Not my friends
",0,0
1077,"I’ll Wear It But You’m not Here
",0,0
1078,"angelproof... I did it for a reason
",0,0
1079,"Come and live with me
",0,0
1080,"Can get the drums right feel
",0,0
1081,"Am a force for
",0,0
1082,"Its so just like your niece
",0,0
1083,"The car loses control
",0,0
1084,"We are the dollars and cents and the pounds
",0,0
1085,"Thom: What are we to do?
",0,0
1086,"Arent weirking
",0,0
1087,"You say, you dont know
",0,0
1088,"ear him out your real life
",0,0
1089,"We ride tonight? At least Ive been around enough
",0,0
1090,"charrive like a fucking special friend
",0,0
1091,"chances, man
",0,0
1092,"No one can talk but I am just
",0,0
1093,"C walk, walk, walk
",0,0
1094,"Friends, friends
",0,0
1095,"When I turn away
",0,0
1096,"Myself, I’m like the world
",0,0
1097,"Ive been walking these streets so long out of it
",0,0
1098,"Ahead
",0,0
1099,"AWhats that?
",0,0
1100,"Lifepers coming out all weird
",0,0
1101,"Wish I could be happy
",0,0
1102,"Want to go home
",0,0
1103,"Appliances that wont walk out the door
",0,0
1104,"This girl is
",0,0
1105,"Im so good
",0,0
1106,"Yeah, okay
",0,0
1107,"confusion
",0,0
1108,"Not so good
",0,0
1109,"Its like the movies
",0,0
1110,"Its always on the phone
",0,0
1111,"First, first, hey hey
",0,0
1112,"Thom: What was that?
",0,0
1113,"confused but we are not
",0,0
1114,"Myself and I don’t
",0,0
1115,"Myself as my reflection
",0,0
1116,"Karma Police
",0,0
1117,"Waking smile
",0,0
1118,"Come and find something
",0,0
1119,"said I should stop at the door
",0,0
1120,"Not so clever, but we will never change
",0,0
1121,"can’t put it right
",0,0
1122,"when youre not around
",0,0
1123,"Ive been around enough
",0,0
1124,"Myself, her
",0,0
1125,"Myself, Ill spit it back again
",0,0
1126,"Somewhere over,omewhere over
",0,0
1127,"Myself, I did the hiphop
",0,0
1128,"Want to do
",0,0
1129,"meum like the real world coming
",0,0
1130,"Can walk
",0,0
1131,"A
",0,0
1132,"Im such a tease, tease
",0,0
1133,"Ook me years of love
",0,0
1134,"Ive been walking these streets so long out of office
",0,0
1135,"Its just like a detuned radio interview
",0,0
1136,"Wish that all the rest of that dancehalls is as sure
",0,0
1137,"Its not so clever, singing, clever, singing, singing
",0,0
1138,"Es all so very special
",0,0
1139,"I shouldve noticed when you see me
",0,0
1140,"Its something new
",0,0
1141,"Im hungry, but youre not
",0,0
1142,"No one else but we all
",0,0
1143,"Super��極 and children
",0,0
1144,"Is always get over strung up like crackifled
",0,0
1145,"Shes always like music
",0,0
1146,"We are the dollars and cents and the cents
",0,0
1147,"see where I am when
",0,0
1148,"Doors and there were there doors missing
",0,0
1149,"Myself, Ive had these jeans since I was born
",0,0
1150,"Myself, Ive seen it
",0,0
1151,"There’s something good around me
",0,0
1152,"Myself, Ill spit for the rest
",0,0
1153,"They pay to kiss their feet
",0,0
1154,"Thom: the first chord
",0,0
1155,"Yeah, but I dont mind
",0,0
1156,"And I do not understand
",0,0
1157,"Myself, Ill spit him
",0,0
1158,"Come and find someone to turn your worldod
",0,0
1159,"sez a broken dream
",0,0
1160,"Thom: Im walking out in front of you
",0,0
1161,"MorningEver-smugrbrain
",0,0
1162,"This girl, shes flown into my room
",0,0
1163,"Ill bеll
",0,0
1164,"Myself, myself, Ive found it
",0,0
1165,"Stars are detuned by theSnoring and liveWhere do we find you?
",0,0
1166,"chould
",0,0
1167,"And I look like the angel
",0,0
1168,"No no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no, no no no no
",0,0
1169,"Can be Sure
",0,0
1170,"Ive had myxomatosis
",0,0
1171,"Im just gonna... uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh
",0,0
1172,"This girl is like the world is gonna axe
",0,0
1173,"Myself, you know
",0,0
1174,"gewater
",0,0
1175,"here again
",0,0
1176,"We all
",0,0
1177,"Ive been walking these streets so long out for so long
",0,0
1178,"Im the girl at the door
",0,0
1179,"And not here
",0,0
1180,"Myself, the vicar and the judge
",0,0
1181,"Now that I dont see it
",0,0
1182,"No no
",0,0
1183,"Hey, hey, hey, hey hey
",0,0
1184,"Myself, its seen me go so cold
",0,0
1185,"Appliances have gone
",0,0
1186,"Hey that girl is gonna rain down
",0,0
1187,"Now Im useless but
",0,0
1188,"Es so so near
",0,0
1189,"Ahead 
",0,0
1190,"Ve been thinking about you
",0,0
1191,"Ill turn around
",0,0
1192,"Youve been around for so long
",0,0
1193,"In the children
",0,0
1194,"Want to hear both sides, but shes gonna be quiet at the time
",0,0
1195,"Can of her face when she comes
",0,0
1196,"Behind me
",0,0
1197,"When the walls bend
",0,0
1198,"conflicate into your life
",0,0
1199,"Im gonna do
",0,0
1200,"chores into position
",0,0
1201,"All the doors in the house
",0,0
1202,"Myself, I need to sleep with people all who I am
",0,0
1203,"Super-Born and raised for the job
",0,0
1204,"Feel the world is warm
",0,0
1205,"Theyve been stalking around the faces
",0,0
1206,"There’Somewhere in my soul
",0,0
1207,"Womewhere over the rainbow
",0,0
1208,"Arent friends at all
",0,0
1209,"Silent and hanging around
",0,0
1210,"Stars andWait
",0,0
1211,"When I was sick you should not stand up
",0,0
1212,"Myself, I’m her girl, her girl
",0,0
1213,"Myself, myself, I love
",0,0
1214,"Its coming out all weird
",0,0
1215,"Myself, I dont know
",0,0
1216,"Appliances in front of me
",0,0
1217,"Special and do not speak
",0,0
1218,"Now Im gonna do
",0,0
1219,"Myself, the car, the tramlines
",0,0
1220,"Feel this
",0,0
1221,"AOh, oh
",0,0
1222,"Wanna be a part of the human race
",0,0
1223,"Here comes a man
",0,0
1224,"Dole out now, dont get my
",0,0
1225,"Myself, I’m back in your life
",0,0
1226,"Myself, myself, I feel so very tired and unhappy
",0,0
1227,"Special place 
",0,0
1228,"Did the hiphop, did the hiphop
",0,0
1229,"When you walk out the door
",0,0
1230,"Ve been walking these streets so long out walking them at night so I never look back
",0,0
1231,"Its not the color of your head
",0,0
1232,"Stars are not my friends
",0,0
1233,"Myself, you know you should, but you dont
",0,0
1234,"house
",0,0
1235,"Im not much
",0,0
1236,"Yesterday Ive fallen out of bed
",0,0
1237,"Myself, myself, myself, myself...
",0,0
1238,"Get my girl
",0,0
1239,"Arent Ire friends
",0,0
1240,"Can take the kids
",0,0
1241,"Myself, myself, hold my
",0,0
1242,"Myself and you, myself
",0,0
1243,"Its always better when youre not around
",0,0
1244,"Myself, world
",0,0
1245,"Yeah, but youre gonna be lost at this ones life
",0,0
1246,"Thom: What are we coming to now?
",0,0
1247,"Stars arent stars
",0,0
1248,"Can of doors what I am
",0,0
1249,"Ook hands, hands, hands, hands
",0,0
1250,"Theyre running out again
",0,0
1251,"said I want to do
",0,0
1252,"There was nothing but boys
",0,0
1253,"Get up
",0,0
1254,"Wont let me hear your message
",0,0
1255,"Ive been walking these streets so long and I mean it
",0,0
1256,"Rothaf
",0,0
1257,"pa sentaras mucho mucho tsais
",0,0
1258,"Were gonna talk to you
",0,0
1259,"Cant put me in
",0,0
1260,"Feel this through your heart
",0,0
1261,"Myself, I’m her, I’m her
",0,0
1262,"Es no one friend
",0,0
1263,"Myself into a train
",0,0
1264,"Arent friends but they pay to kiss their ground
",0,0
1265,"Wanna be your friend
",0,0
1266,"Ive been around my best friends
",0,0
1267,"And I’ll Wear It Proudly
",0,0
1268,"Is a cold and ar-smug glassy eyed
",0,0
1269,"Feel that something good is gonna happen here
",0,0
1270,"Im still
",0,0
1271,"Ive never used to friends so Ive never heard
",0,0
1272,"working outWith a smile that I cant put my lips to
",0,0
1273,"Morning, blue skies in a green light
",0,0
1274,"Not always good enough
",0,0
1275,"ch Sing a song about your mouth when you made your hip-hop with hip-hop. Fake Plastic Trees and Street Spirit.
",0,0
1276,"Arent my friends
",0,0
1277,"Wont let me talk
",0,0
1278,"Its not so beautiful but it
",0,0
1279,"Myself, Ill spit where I want
",0,0
1280,"Am so good
",0,0
1281,"Come, form me
",0,0
1282,"This girl isnt yours
",0,0
1283,"Myself, everybody
",0,0
1284,"Myself, yeah
",0,0
1285,"Is
",0,0
1286,"Myself, baby, baby
",0,0
1287,"In a belly and near behind me
",0,0
1288,"Is always better with the walls
",0,0
1289,"Climbing up the walls, back again
",0,0
1290,"Its so so disappointing
",0,0
1291,"Myself, Ive given all I can
",0,0
1292,"Ve been walking these streets so long out of them
",0,0
1293,"Cve been trying to say
",0,0
1294,"No no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no
",0,0
1295,"Theyre just skirting in my brain
",0,0
1296,"Stars and girls fall for
",0,0
1297,"AAnd first, you and first, you
",0,0
1298,"Its not so clever, brought to my wings
",0,0
1299,"I dont know why I feel so tongue-tied
",0,0
1300,"Ook
",0,0
1301,"Its always good
",0,0
1302,"Can of either
",0,0
1303,"Doors and there are doors
",0,0
1304,"Doors and doors but they do not show me
",0,0
1305,"Is there
",0,0
1306,"Arent ghosts
",0,0
1307,"Feel it
",0,0
1308,"Ive been around 
",0,0
1309,"Is the way I do
",0,0
1310,"There are no doors and there are secret doors
",0,0
1311,"Can of any type
",0,0
1312,"This girl isnt perfect
",0,0
1313,"Ve been around enough
",0,0
1314,"Im gonna be there
",0,0
1315,"Keep!
",0,0
1316,"Stars arent stars but theyre not stars
",0,0
1317,"Pa1. gnoH
",0,0
1318,"Myself, its not so clever
",0,0
1319,"And if you were gonna talk
",0,0
1320,"angel girl
",0,0
1321,"Its always better
",0,0
1322,"This girl is just like the rest,
",0,0
1323,"Ive been walking these streets so long out of here
",0,0
1324,"There said I was the girl in her face
",0,0
1325,"Myself, Mr. B
",0,0
1326,"I’ll Wear It- Not myThough
",0,0
1327,"This girl smile and
",0,0
1328,"Cant beCity boys
",0,0
1329,"Stars and stars arent youre friends
",0,0
1330,"chatter like houseflies
",0,0
1331,"Its so so so so so so near
",0,0
1332,"Myself, you, I think youre crazy, maybe
",0,0
1333,"Its so just like gettingSpont
",0,0
1334,"Ive gone off the rails
",0,0
1335,"Ive known so very very
",0,0
1336,"The Bends 
",0,0
1337,"aparve with all the speakers
",0,0
1338,"We really messed up
",0,0
1339,"Thom: are you on the list?
",0,0
1340,"Can
",0,0
1341,"hop
",0,0
1342,"I just want the boys
",0,0
1343,"Stars can fly
",0,0
1344,"Stars arent stars but theyll
",0,0
1345,"Run around
",0,0
1346,"Its not so clever
",0,0
1347,"Its so dry
",0,0
1348,"Ill leave the bar
",0,0
1349,"This girl isnt your friends
",0,0
1350,"Can of been a good man
",0,0
1351,"Can walk your little world
",0,0
1352,"I’m up on the breeze
",0,0
1353,"H
",0,0
1354,"Myself, Ill wash up after the night
",0,0
1355,"Its so pretty
",0,0
1356,"Its not so clever, singing, singing, clever, singing,
",0,0
1357,"Do, that do not for sale
",0,0
1358,"Stars areWait
",0,0
1359,"Im gonna be where you are with when youre not
",0,0
1360,"Myself, Ive been tried so hard to
",0,0
1361,"Here comes the mongrel
",0,0
1362,"Run around again
",0,0
1363,"No no no one but I do
",0,0
1364,"Shes gonna do one of those
",0,0
1365,"Is like a detuned radio
",0,0
1366,"Wont get my sympathy, sympathy
",0,0
1367,"Is enough said
",0,0
1368,"Wont put all that put over me, let it go
",0,0
1369,"Ook your life into a fantasy world
",0,0
1370,"Do- do- do- do- do-
",0,0
1371,"Myself, you think so of me
",0,0
1372,"Am all the right
",0,0
1373,"I am back again
",0,0
1374,"I am the world
",0,0
1375,"Stars and planet
",0,0
1376,"How we made your hip-hop
",0,0
1377,"Get around
",0,0
1378,"I’ll Wear It
",0,0
1379,"Feel the world is a gunboat
",0,0
1380,"chitch
",0,0
1381,"Come form your final dance
",0,0
1382,"Did the hiphop along
",0,0
1383,"Oh, uh uh uh uh uh uh uh
",0,0
1384,"Ook me years of waiting
",0,0
1385,"Now Im hungry again
",0,0
1386,"Wish so very good, evil, evil, evil
",0,0
1387,"Ve been waiting
",0,0
1388,"Is a force
",0,0
1389,"Its so so tingling tingling blue
",0,0
1390,"Its not so clever, singing, singing
",0,0
1391,"Arent like the movies
",0,0
1392,"Can of been around for so long
",0,0
1393,"Feel sad for the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the rest of the
",0,0
1394,"Its always so near
",0,0
1395,"said, Alanis Morissette
",0,0
1396,"It’s all wrong, its all wrong, its all right
",0,0
1397,"Arent your friends
",0,0
1398,"Myself, I say
",0,0
1399,"Ive been around Ive been around enough
",0,0
1400,"When you were here before-
",0,0
1401,"Wish that I could flip myself
",0,0
1402,"This world is so near
",0,0
1403,"Ive been around who my friends have been around
",0,0
1404,"Did I see people
",0,0
1405,"In my sleep
",0,0
1406,"Soo
",0,0
1407,"Is the place of sleepy eyed trouble with someone just like that. Id like to sit around and chat with people all who I could of.
",0,0
1408,"When we Loved and lost control
",0,0
1409,"Do this
",0,0
1410,"when youre not here
",0,0
1411,"Myself through
",0,0
1412,"Its not so clever, singing, reason, express
",0,0
1413,"Keep your distance from these walls
",0,0
1414,"Myself with a crowd of people, I know hes not coming out again
",0,0
1415,"Ch
",0,0
1416,"The world is at end of the swamp
",0,0
1417,"Ook hands and stones were burnt
",0,0
1418,"Im gonna do one of those
",0,0
1419,"Myself, I think, I think
",0,0
1420,"Right now
",0,0
1421,"cry
",0,0
1422,"Doors and there was nothing to doubt
",0,0
1423,"Get up once in a while
",0,0
1424,"Its not over, but we are hungry for the goodies
",0,0
1425,"Did not look so good
",0,0
1426,"Ive been here before
",0,0
1427,"Morning girl
",0,0
1428,"Its not so clever, but Ill spit it back
",0,0
1429,"Myself, myself
",0,0
1430,"When you leave the door
",0,0
1431,"And I wont let this happen
",0,0
1432,"Is the only way youll know Im telling the truth
",0,0
1433,"Ook me years of sleep
",0,0
1434,"up, its time to see
",0,0
1435,"Stars arent youre friends
",0,0
1436,"And she do
",0,0
1437,"birds that can walk
",0,0
1438,"Myself, its seen me...
",0,0
1439,"Dont do
",0,0
1440,"Wish that I could stop at anytime
",0,0
1441,"Es so near
",0,0
1442,"And so very special
",0,0
1443,"Whirl?
",0,0
1444,"Run and hide
",0,0
1445,"Myself, it’s not so clever
",0,0
1446,"said
",0,0
1447,"Its so not so near
",0,0
1448,"I’ll Wear It This Proudly
",0,0
1449,"This is the place, please
",0,0
1450,"Myself, I dance, I dance
",0,0
1451,"Its not a drug but
",0,0
1452,"Come back Ill spit on your Nikes bro
",0,0
1453,"Theyre the best friends Ive ever heard
",0,0
1454,"Why so green?
",0,0
1455,"Ve been wrong
",0,0
1456,"I could be good
",0,0
1457,"Ill bе
",0,0
1458,"Werk
",0,0
1459,"Have given all I can and were knocking on the door
",0,0
1460,"Feel like Ive fallen out of bed
",0,0
1461,"Arent theyre friends
",0,0
1462,"cause all that the sides arent
",0,0
1463,"Can be left alone at all
",0,0
1464,"Thom: Thank you for purchasing and
",0,0
1465,"We are so near
",0,0
1466,"I wont run and hide from your place of habit
",0,0
1467,"Here Im aumbling
",0,0
1468,"Dont get her
",0,0
1469,"Arent heavy, cause they live their lives of
",0,0
1470,"Stars should
",0,0
1471,"This girl is going think about
",0,0
1472,"They arent theyre friends we shouldnt say
",0,0
1473,"Ive been stuck in a lift
",0,0
1474,"Ill do this
",0,0
1475,"Myself, its me
",0,0
1476,"Im walking out cause I cant walk out
",0,0
1477,"Hes not coming back from work
",0,0
1478,"Arent youre friends
",0,0
1479,"when the light is off
",0,0
1480,"Myself, Ill just like that
",0,0
1481,"Suck her motherfuckers
",0,0
1482,"No one else but me
",0,0
1483,"Clinging around the room
",0,0
1484,"Im so near
",0,0
1485,"Its not so near but I dont
",0,0
1486,"row him cold
",0,0
1487,"When I go away
",0,0
1488,"Myself, Ill spit
",0,0
1489,"Werent even gonna happen
",0,0
1490,"cry again
",0,0
1491,"I just dont think so
",0,0
1492,"Its all wrong, its all right, its all right
",0,0
1493,"Cant stop
",0,0
1494,"Why am I grinning at me?
",0,0
1495,"Is the
",0,0
1496,"Get to my heels
",0,0
1497,"Ill bеll I be gonna
",0,0
1498,"Thom: Thank you, Im so very near
",0,0
1499,"Youve been around
",0,0
1500,"Superman
",0,0
1501,"Feel the world is looking but arent looking so so good
",0,0
1502,"When did not give in
",0,0
1503,"Myself, I am
",0,0
1504,"Myself, it hurts like hell, it hurts like hell
",0,0
1505,"Its not, you know
",0,0
1506,"Have jettisoned the messengers
",0,0
1507,"Myself, Ive been around for so long
",0,0
1508,"I wish I was special, special
",0,0
1509,"Have given all we
",0,0
1510,"And smile
",0,0
1511,"This girl isnt her friends
",0,0
1512,"No one likes a smart-ass but we all like stars
",0,0
1513,"Its not so clever, dont you think so
",0,0
1514,"I dont know
",0,0
1515,"Is the world and are we so near
",0,0
1516,"When I get old
",0,0
1517,"Arent youre friends but they pay to kiss your feet
",0,0
1518,"Myself, I said I was the girl in
",0,0
